employee_id,country,region,sector,age_group,gender,year,wellbeing_score,burnout_risk_score,weekly_work_hours,productivity_score,absenteeism_days_per_year,mental_health_support_access,remote_work_pct,salary_satisfaction,mental_health_diagnosis,presenteeism_score
EMP012410,United Kingdom,Europe,Agriculture,36-45,Male,2018,63.7,3.91,43.4,59.9,8.9,1,0,4.9,0,36.2
EMP012411,Japan,Asia,Technology,56-65,Female,2023,52.2,4.5,40.0,46.2,12.4,1,70,3.9,0,30.3
EMP012412,South Korea,Asia,Technology,56-65,Female,2016,56.2,7.37,36.1,47.5,11.8,0,0,4.3,0,51.5
EMP012413,Norway,Europe,Retail,26-35,Male,2018,70.4,5.21,36.6,63.2,8.8,0,0,5.0,0,38.0
EMP012414,Egypt,Africa,Education,36-45,Male,2015,62.6,7.9,42.2,45.7,7.9,0,0,1.4,1,63.6
EMP012415,Norway,Europe,Retail,56-65,Female,2017,65.4,6.6,38.8,55.3,9.7,1,0,5.0,1,50.2
EMP012416,Singapore,Asia,Transportation,56-65,Male,2015,59.8,5.54,43.3,52.6,7.7,0,0,4.6,0,47.8
EMP012417,UAE,Middle East,Finance,26-35,Female,2016,70.1,7.79,39.4,57.5,8.0,1,0,2.9,0,60.0
EMP012418,France,Europe,Construction,36-45,Female,2017,71.4,5.33,45.8,74.3,6.8,1,0,3.7,0,40.0
EMP012419,Germany,Europe,Transportation,56-65,Male,2023,79.3,4.66,42.3,62.3,8.8,1,8,5.0,1,33.3
EMP012420,Italy,Europe,Construction,18-25,Male,2024,71.8,5.65,39.0,56.7,7.1,1,20,4.0,1,45.5
EMP012421,Russia,Europe,Technology,56-65,Male,2016,58.0,6.04,44.7,48.1,5.4,1,0,3.4,0,47.2
EMP012422,China,Asia,Technology,18-25,Female,2020,69.5,6.36,32.2,57.6,8.5,0,79,2.8,0,49.3
EMP012423,South Korea,Asia,Retail,46-55,Female,2017,47.7,4.04,32.9,56.2,8.0,1,0,3.7,0,32.0
EMP012424,Nigeria,Africa,Finance,36-45,Male,2021,47.3,6.61,44.6,43.0,10.4,0,43,2.6,0,52.0
EMP012425,Norway,Europe,Finance,26-35,Male,2022,73.5,7.03,52.3,50.8,9.1,1,48,5.0,0,57.8
EMP012426,Sweden,Europe,Transportation,56-65,Female,2015,72.6,7.54,42.1,51.1,10.8,1,0,4.9,1,60.6
EMP012427,Turkey,Middle East,Transportation,26-35,Male,2019,62.0,5.55,49.2,57.7,4.6,0,0,3.7,0,53.9
EMP012428,Turkey,Middle East,Retail,26-35,Female,2015,36.7,3.41,35.8,54.1,10.0,1,0,3.9,0,31.1
EMP012429,Mexico,South America,Agriculture,36-45,Female,2018,58.1,5.12,37.1,54.8,8.5,1,0,3.2,0,46.0
EMP012430,Turkey,Middle East,Technology,26-35,Female,2015,55.2,6.33,48.0,48.3,11.5,1,0,2.5,0,58.5
EMP012431,Sweden,Europe,Technology,56-65,Female,2016,52.3,4.45,48.1,50.6,6.7,1,0,3.7,0,28.5
EMP012432,Kenya,Africa,Construction,46-55,Female,2015,57.8,3.62,43.4,58.7,8.6,0,0,3.7,0,42.1
EMP012433,UAE,Middle East,Transportation,56-65,Female,2019,72.9,6.8,36.4,51.8,4.8,1,0,4.9,0,54.6
EMP012434,New Zealand,Oceania,Transportation,18-25,Male,2017,51.6,6.4,45.2,47.8,10.0,1,0,3.7,0,43.9
EMP012435,South Korea,Asia,Agriculture,56-65,Male,2024,52.0,4.08,41.1,45.0,7.1,1,0,3.9,0,31.4
EMP012436,China,Asia,Construction,46-55,Male,2017,61.2,3.77,41.6,65.3,7.4,0,0,4.0,0,29.4
EMP012437,Switzerland,Europe,Technology,26-35,Non-binary,2016,76.6,7.74,41.4,65.1,9.1,1,0,5.0,0,60.8
EMP012438,UAE,Middle East,Finance,46-55,Male,2017,56.8,5.38,45.2,52.9,6.6,0,0,3.9,0,41.3
EMP012439,Mexico,South America,Manufacturing,46-55,Male,2023,54.5,5.76,44.9,46.3,8.6,1,0,4.7,0,47.9
EMP012440,Netherlands,Europe,Agriculture,36-45,Female,2018,81.8,4.86,42.7,64.5,7.0,0,0,3.6,1,43.2
EMP012441,Nigeria,Africa,Finance,56-65,Female,2019,67.6,6.79,46.6,62.1,10.7,0,0,1.8,0,60.3
EMP012442,South Africa,Africa,Government,36-45,Female,2023,65.6,4.5,38.3,53.2,4.3,0,32,4.1,0,40.8
EMP012443,Brazil,South America,Manufacturing,36-45,Male,2018,67.0,6.31,36.2,55.3,9.8,0,0,2.0,0,51.7
EMP012444,China,Asia,Agriculture,18-25,Male,2019,60.1,3.35,42.9,57.1,4.7,0,0,3.0,0,24.2
EMP012445,Switzerland,Europe,Transportation,18-25,Female,2020,73.5,4.8,56.5,65.7,10.0,1,5,5.0,0,37.3
EMP012446,Canada,North America,Technology,18-25,Male,2017,50.4,5.56,44.5,49.6,10.1,1,0,4.2,0,45.6
EMP012447,United Kingdom,Europe,Construction,26-35,Male,2018,54.6,2.66,45.1,67.0,9.8,1,0,5.0,0,26.0
EMP012448,Australia,Oceania,Finance,18-25,Female,2018,79.4,6.92,52.8,61.3,7.2,1,0,5.0,1,58.2
EMP012449,Turkey,Middle East,Education,26-35,Female,2020,60.9,7.1,40.3,52.0,8.0,0,40,1.0,0,62.4
EMP012450,Singapore,Asia,Finance,26-35,Female,2022,77.0,5.8,40.9,65.8,7.6,1,60,4.0,0,46.2
EMP012451,South Korea,Asia,Agriculture,26-35,Male,2017,53.3,4.35,43.5,53.6,7.8,1,0,3.2,0,28.0
EMP012452,United Kingdom,Europe,Technology,18-25,Male,2016,54.7,4.73,45.7,55.8,7.1,1,0,2.9,0,31.0
EMP012453,Turkey,Middle East,Healthcare,26-35,Female,2024,69.2,6.06,40.6,56.9,9.5,0,18,3.0,0,47.5
EMP012454,Norway,Europe,Transportation,36-45,Male,2015,70.1,5.77,44.6,57.9,7.0,1,0,5.0,0,41.0
EMP012455,Australia,Oceania,Government,26-35,Female,2021,64.3,6.57,39.9,43.9,6.0,1,61,3.5,0,55.1
EMP012456,Saudi Arabia,Middle East,Transportation,26-35,Female,2015,73.3,5.51,40.4,57.4,8.0,1,0,4.2,0,41.7
EMP012457,Norway,Europe,Agriculture,46-55,Male,2024,77.1,3.59,41.2,71.2,4.4,1,0,4.2,0,29.4
EMP012458,Nigeria,Africa,Education,18-25,Male,2018,62.4,7.2,42.8,48.4,9.8,0,0,1.8,0,53.4
EMP012459,Norway,Europe,Transportation,36-45,Non-binary,2017,87.5,6.82,42.9,64.4,9.7,1,0,5.0,0,57.9
EMP012460,Russia,Europe,Government,56-65,Male,2020,50.7,6.37,39.4,46.3,10.4,0,39,2.6,0,46.8
EMP012461,Mexico,South America,Manufacturing,46-55,Female,2020,57.7,7.7,39.9,49.1,9.6,1,11,1.9,0,58.5
EMP012462,Sweden,Europe,Healthcare,26-35,Male,2015,66.5,7.76,41.3,44.5,12.1,1,0,4.7,0,66.6
EMP012463,Poland,Europe,Manufacturing,36-45,Female,2021,68.6,4.1,42.2,60.4,4.5,0,8,2.6,0,26.1
EMP012464,South Africa,Africa,Retail,36-45,Male,2023,61.7,4.43,40.4,54.8,8.3,0,2,2.2,0,29.0
EMP012465,Italy,Europe,Agriculture,26-35,Male,2020,64.7,3.62,39.0,65.0,6.5,0,10,5.0,0,23.1
EMP012466,Russia,Europe,Retail,36-45,Male,2020,57.5,5.8,37.4,50.7,10.3,0,15,1.3,0,39.6
EMP012467,Nigeria,Africa,Manufacturing,56-65,Female,2023,67.2,3.45,46.3,65.7,3.6,0,13,4.5,0,31.4
EMP012468,Switzerland,Europe,Transportation,18-25,Female,2023,79.0,5.38,44.2,63.5,6.5,1,0,5.0,1,45.5
EMP012469,Canada,North America,Healthcare,56-65,Male,2018,62.0,6.69,40.0,54.6,8.0,1,0,4.3,0,45.3
EMP012470,Turkey,Middle East,Government,18-25,Female,2015,52.5,5.12,36.7,53.2,6.0,0,0,1.5,0,43.5
EMP012471,United States,North America,Transportation,26-35,Male,2018,85.2,5.88,40.9,60.3,6.9,1,0,4.2,0,54.0
EMP012472,Turkey,Middle East,Transportation,26-35,Female,2021,60.2,5.8,47.3,54.5,9.5,0,22,3.2,0,51.1
EMP012473,Canada,North America,Transportation,36-45,Male,2024,78.4,5.88,45.6,67.1,7.7,1,11,5.0,1,46.1
EMP012474,Saudi Arabia,Middle East,Retail,46-55,Male,2015,73.6,6.82,43.8,56.1,2.7,0,0,4.1,1,51.4
EMP012475,Nigeria,Africa,Government,18-25,Female,2023,56.1,5.64,38.7,57.5,5.8,0,55,4.2,1,40.2
EMP012476,UAE,Middle East,Construction,56-65,Female,2024,61.6,5.71,43.8,48.6,10.6,1,19,2.7,1,50.2
EMP012477,Switzerland,Europe,Transportation,46-55,Female,2024,80.7,7.21,43.4,68.2,7.7,1,18,5.0,0,63.8
EMP012478,Canada,North America,Agriculture,18-25,Female,2019,62.8,6.96,44.3,42.8,9.3,1,0,3.6,0,50.8
EMP012479,United States,North America,Technology,26-35,Male,2023,78.0,4.72,51.9,68.7,2.9,1,75,4.5,0,48.0
EMP012480,Sweden,Europe,Finance,26-35,Male,2017,69.2,4.66,40.1,66.8,6.4,1,0,4.2,0,37.8
EMP012481,Spain,Europe,Manufacturing,56-65,Female,2015,50.6,3.77,37.5,59.6,6.9,1,0,3.3,0,30.5
EMP012482,Argentina,South America,Manufacturing,26-35,Male,2016,46.6,5.5,41.5,52.7,7.0,0,0,2.0,0,43.2
EMP012483,South Korea,Asia,Technology,36-45,Male,2017,60.2,5.92,39.8,59.0,10.3,1,0,3.4,0,46.4
EMP012484,Norway,Europe,Government,56-65,Female,2017,66.5,4.36,45.0,63.7,5.8,1,0,5.0,0,45.7
EMP012485,France,Europe,Agriculture,46-55,Male,2021,57.5,4.03,49.4,54.1,7.7,1,0,3.0,1,27.9
EMP012486,Switzerland,Europe,Technology,56-65,Female,2015,66.5,5.3,41.6,67.5,6.0,1,0,4.7,1,47.0
EMP012487,Sweden,Europe,Manufacturing,46-55,Female,2017,82.9,2.03,41.4,84.7,5.4,1,0,4.9,0,28.4
EMP012488,China,Asia,Education,36-45,Female,2020,61.9,7.48,48.0,47.8,7.1,0,44,3.5,1,51.2
EMP012489,South Korea,Asia,Construction,46-55,Non-binary,2023,63.6,4.27,46.5,64.2,6.7,1,4,4.5,1,37.2
EMP012490,Saudi Arabia,Middle East,Technology,26-35,Female,2022,70.0,5.84,40.3,61.4,6.2,1,79,4.9,0,43.0
EMP012491,United Kingdom,Europe,Technology,56-65,Female,2019,60.3,4.7,49.9,55.5,5.5,1,0,4.5,0,42.4
EMP012492,South Korea,Asia,Manufacturing,18-25,Female,2019,63.9,7.43,38.7,49.1,12.0,1,0,3.1,1,54.3
EMP012493,Turkey,Middle East,Manufacturing,46-55,Male,2022,60.9,5.65,47.0,43.3,8.6,0,0,2.2,0,43.2
EMP012494,Egypt,Africa,Government,46-55,Male,2017,61.5,4.59,39.6,59.1,8.8,0,0,1.8,0,31.4
EMP012495,Switzerland,Europe,Construction,18-25,Female,2018,72.2,6.54,46.9,54.2,5.8,1,0,5.0,0,52.2
EMP012496,Kenya,Africa,Transportation,36-45,Male,2018,54.5,4.37,49.4,52.2,7.0,1,0,2.2,0,34.8
EMP012497,Mexico,South America,Finance,56-65,Female,2020,58.8,8.03,47.5,36.9,9.2,1,42,1.8,0,64.4
EMP012498,Singapore,Asia,Manufacturing,36-45,Non-binary,2017,69.5,3.97,38.6,64.9,4.6,1,0,4.5,0,31.0
EMP012499,Canada,North America,Manufacturing,26-35,Male,2021,71.7,4.82,40.1,62.1,7.6,1,18,3.8,0,41.3
EMP012500,Germany,Europe,Manufacturing,36-45,Female,2023,51.9,5.22,38.3,44.3,9.6,1,22,4.7,0,46.5
EMP012501,Australia,Oceania,Manufacturing,46-55,Female,2015,82.1,5.38,42.3,70.2,7.8,1,0,5.0,0,43.6
EMP012502,South Africa,Africa,Education,26-35,Female,2015,46.1,6.13,34.8,37.3,10.0,0,0,3.8,0,56.5
EMP012503,Australia,Oceania,Manufacturing,46-55,Female,2019,69.1,7.56,47.5,57.3,12.3,0,0,3.7,0,60.1
EMP012504,South Africa,Africa,Finance,36-45,Male,2019,49.2,6.1,45.9,38.2,12.7,1,0,3.3,0,45.9
EMP012505,Norway,Europe,Government,46-55,Female,2020,82.5,4.82,34.8,69.9,2.2,0,36,4.4,0,38.1
EMP012506,Singapore,Asia,Construction,18-25,Female,2019,75.3,5.56,36.7,63.3,9.2,0,0,4.0,0,45.0
EMP012507,Brazil,South America,Retail,36-45,Female,2020,62.0,6.15,27.7,50.9,5.8,1,1,1.3,1,55.4
EMP012508,Canada,North America,Finance,36-45,Male,2024,79.5,6.94,44.2,56.6,8.5,1,45,4.1,0,56.8
EMP012509,France,Europe,Government,36-45,Female,2024,71.6,3.34,41.3,76.1,4.6,1,26,3.6,0,34.3
EMP012510,Netherlands,Europe,Government,46-55,Female,2019,62.3,4.81,38.8,60.4,6.8,0,0,5.0,0,38.3
EMP012511,Singapore,Asia,Agriculture,26-35,Male,2016,52.2,4.25,39.1,53.3,9.3,1,0,5.0,0,32.7
EMP012512,Sweden,Europe,Technology,36-45,Male,2018,65.9,7.24,43.1,50.0,9.7,1,0,3.8,0,51.5
EMP012513,Mexico,South America,Government,26-35,Female,2023,50.0,5.75,34.8,47.1,8.8,0,32,3.4,0,40.8
EMP012514,United States,North America,Manufacturing,36-45,Male,2023,75.9,4.52,41.5,67.0,7.0,1,0,5.0,0,36.3
EMP012515,Japan,Asia,Transportation,36-45,Female,2018,57.9,7.52,43.1,37.1,9.1,1,0,3.1,0,57.6
EMP012516,Brazil,South America,Transportation,36-45,Female,2015,53.7,4.92,41.1,51.7,5.5,0,0,1.9,0,36.3
EMP012517,New Zealand,Oceania,Finance,26-35,Female,2021,67.8,6.44,51.2,53.9,10.8,1,53,5.0,0,45.9
EMP012518,Sweden,Europe,Retail,56-65,Male,2020,63.8,5.06,43.6,52.6,7.7,1,1,5.0,0,42.2
EMP012519,India,Asia,Education,46-55,Female,2022,61.8,7.11,42.4,52.3,17.4,1,53,3.1,0,63.2
EMP012520,United States,North America,Manufacturing,56-65,Male,2015,68.8,5.84,38.1,53.1,7.6,1,0,4.7,0,58.0
EMP012521,Canada,North America,Education,26-35,Male,2024,63.4,4.95,44.4,51.3,6.3,1,49,4.2,0,48.8
EMP012522,Spain,Europe,Agriculture,26-35,Female,2018,59.6,6.53,44.3,44.6,9.4,1,0,3.8,0,58.4
EMP012523,India,Asia,Government,56-65,Female,2021,55.2,5.94,41.3,61.8,8.2,0,38,3.4,0,45.2
EMP012524,Germany,Europe,Transportation,26-35,Female,2022,60.5,3.62,41.0,68.1,6.4,1,7,3.3,0,37.3
EMP012525,India,Asia,Technology,56-65,Male,2016,53.1,6.39,32.0,36.0,10.6,0,0,3.2,0,56.0
EMP012526,Germany,Europe,Technology,18-25,Non-binary,2018,61.5,6.89,44.0,56.7,6.8,1,0,2.3,1,53.5
EMP012527,Singapore,Asia,Technology,56-65,Male,2024,73.4,7.77,44.8,51.9,7.6,1,81,4.0,0,58.2
EMP012528,Canada,North America,Manufacturing,56-65,Female,2015,68.5,6.28,35.9,61.4,6.5,1,0,3.4,0,46.6
EMP012529,Mexico,South America,Retail,56-65,Female,2023,70.8,5.64,39.1,59.0,7.3,0,5,3.1,0,46.3
EMP012530,Poland,Europe,Manufacturing,46-55,Male,2021,58.6,4.62,48.2,45.0,4.8,1,6,3.0,0,44.7
EMP012531,Poland,Europe,Education,26-35,Male,2023,68.8,4.68,32.6,69.8,7.9,0,42,3.3,0,35.6
EMP012532,Egypt,Africa,Healthcare,46-55,Male,2021,60.9,7.11,45.3,49.0,11.9,0,20,3.4,0,51.3
EMP012533,Nigeria,Africa,Education,56-65,Male,2017,56.6,5.09,45.0,51.7,9.2,0,0,3.1,0,45.3
EMP012534,India,Asia,Government,56-65,Male,2023,62.6,4.77,40.0,57.1,4.0,0,52,2.2,0,23.5
EMP012535,Spain,Europe,Transportation,18-25,Female,2015,59.6,6.61,47.2,57.1,7.4,1,0,3.6,0,56.1
EMP012536,China,Asia,Government,26-35,Male,2023,62.0,5.71,31.1,53.2,9.8,1,17,3.8,0,48.1
EMP012537,Italy,Europe,Retail,18-25,Male,2017,78.0,7.5,45.1,51.4,7.5,1,0,2.8,0,63.8
EMP012538,Netherlands,Europe,Retail,56-65,Male,2021,68.0,6.21,36.0,55.0,10.6,0,6,5.0,0,56.4
EMP012539,Spain,Europe,Manufacturing,56-65,Female,2015,55.3,5.55,38.1,51.4,6.4,1,0,3.3,0,50.3
EMP012540,Japan,Asia,Education,26-35,Male,2018,63.9,5.1,30.1,54.6,9.2,1,0,2.6,0,38.0
EMP012541,Australia,Oceania,Agriculture,56-65,Female,2023,62.5,3.39,39.6,64.6,2.5,1,13,4.6,0,27.8
EMP012542,China,Asia,Construction,56-65,Male,2018,63.5,8.49,41.1,42.0,10.3,0,0,3.9,1,72.5
EMP012543,Netherlands,Europe,Technology,36-45,Female,2019,74.4,5.06,40.9,59.8,6.5,0,0,4.5,0,44.1
EMP012544,Russia,Europe,Retail,36-45,Female,2015,65.1,7.07,39.8,51.1,10.2,1,0,3.8,1,58.3
EMP012545,United States,North America,Agriculture,36-45,Female,2023,65.4,4.35,38.8,64.1,10.2,1,0,5.0,0,33.0
EMP012546,India,Asia,Government,56-65,Male,2023,49.0,6.54,35.2,38.0,8.3,0,26,2.0,0,48.3
EMP012547,South Korea,Asia,Manufacturing,46-55,Female,2015,63.5,5.92,48.1,45.7,10.8,1,0,3.5,1,54.5
EMP012548,Mexico,South America,Finance,18-25,Male,2018,63.5,9.7,42.1,33.6,11.3,0,0,2.9,0,83.5
EMP012549,China,Asia,Manufacturing,46-55,Female,2021,69.3,5.74,39.5,68.1,10.4,0,9,3.5,0,46.5
EMP012550,Egypt,Africa,Government,26-35,Female,2018,61.1,3.34,45.0,69.1,6.4,0,0,1.6,0,26.9
EMP012551,South Korea,Asia,Transportation,26-35,Non-binary,2019,64.2,5.78,42.9,55.7,9.8,1,0,3.4,0,51.0
EMP012552,Spain,Europe,Construction,26-35,Female,2024,66.9,6.42,43.6,52.5,8.2,1,0,3.1,0,46.3
EMP012553,China,Asia,Healthcare,36-45,Male,2023,60.9,7.87,42.2,43.8,12.6,0,13,3.5,0,64.7
EMP012554,Italy,Europe,Healthcare,46-55,Non-binary,2019,61.7,6.93,40.2,57.2,11.8,1,0,3.5,0,44.9
EMP012555,South Korea,Asia,Education,18-25,Male,2021,55.1,9.32,47.7,29.5,9.9,0,41,2.2,0,75.1
EMP012556,South Africa,Africa,Education,26-35,Male,2016,59.0,5.78,43.5,53.2,8.3,0,0,2.5,1,48.9
EMP012557,Nigeria,Africa,Finance,26-35,Male,2024,58.9,6.56,47.9,39.6,8.3,0,69,2.2,0,49.2
EMP012558,Norway,Europe,Agriculture,18-25,Female,2020,71.3,5.51,53.9,63.5,8.5,1,2,5.0,0,44.0
EMP012559,Saudi Arabia,Middle East,Manufacturing,46-55,Male,2018,46.8,5.21,39.9,53.3,11.7,0,0,2.9,0,41.6
EMP012560,UAE,Middle East,Construction,36-45,Female,2019,61.8,5.0,40.2,46.7,7.8,0,0,3.8,0,41.6
EMP012561,Australia,Oceania,Healthcare,46-55,Female,2021,79.9,6.83,46.3,58.8,10.8,0,24,3.3,0,59.3
EMP012562,China,Asia,Construction,26-35,Female,2022,58.9,2.07,44.8,59.9,3.9,0,4,3.6,0,16.5
EMP012563,Poland,Europe,Agriculture,56-65,Male,2016,53.9,3.16,44.3,51.1,8.5,0,0,2.3,0,24.1
EMP012564,Nigeria,Africa,Education,26-35,Male,2018,43.0,6.5,37.3,39.9,10.1,0,0,1.0,0,56.2
EMP012565,UAE,Middle East,Finance,56-65,Female,2016,66.4,5.67,48.0,54.1,7.4,1,0,3.9,0,46.1
EMP012566,South Africa,Africa,Construction,26-35,Female,2024,51.8,5.17,41.0,53.0,10.7,0,0,3.2,0,34.5
EMP012567,Italy,Europe,Retail,18-25,Female,2018,68.2,5.52,43.2,61.3,10.1,0,0,3.0,0,53.2
EMP012568,Norway,Europe,Finance,56-65,Female,2020,75.5,6.48,47.4,49.9,8.3,1,55,4.2,0,54.5
EMP012569,Switzerland,Europe,Technology,46-55,Male,2016,73.8,7.59,35.9,59.8,6.4,1,0,4.8,1,60.7
EMP012570,India,Asia,Transportation,18-25,Male,2022,49.4,6.25,38.9,42.8,11.8,0,8,2.5,0,57.8
EMP012571,China,Asia,Healthcare,36-45,Female,2024,60.5,9.88,52.7,32.0,10.1,0,23,1.7,0,84.8
EMP012572,UAE,Middle East,Finance,56-65,Male,2015,67.6,8.16,48.6,51.5,8.7,1,0,4.2,0,68.8
EMP012573,Canada,North America,Agriculture,18-25,Male,2020,61.1,3.68,40.2,65.9,11.0,1,0,2.8,1,27.7
EMP012574,Norway,Europe,Education,18-25,Female,2020,74.8,6.66,35.7,57.1,11.9,1,59,5.0,0,63.1
EMP012575,South Korea,Asia,Government,18-25,Male,2018,64.1,5.83,39.6,53.9,5.0,0,0,3.7,0,42.2
EMP012576,Poland,Europe,Technology,36-45,Male,2016,60.1,5.99,37.8,49.0,10.7,0,0,3.4,1,58.1
EMP012577,Kenya,Africa,Construction,46-55,Male,2020,53.8,4.4,41.7,55.2,6.7,1,0,1.8,0,30.1
EMP012578,Egypt,Africa,Retail,18-25,Female,2019,67.6,5.41,34.9,47.9,11.4,1,0,2.9,0,41.9
EMP012579,South Korea,Asia,Agriculture,18-25,Male,2018,68.8,3.64,44.4,63.3,9.9,1,0,2.8,0,33.3
EMP012580,Sweden,Europe,Technology,46-55,Male,2018,76.8,6.72,47.4,58.1,11.0,0,0,5.0,0,61.8
EMP012581,Norway,Europe,Construction,36-45,Female,2021,71.8,6.18,48.5,42.9,10.7,1,12,4.3,0,47.9
EMP012582,Japan,Asia,Retail,36-45,Female,2016,76.4,7.27,32.9,53.2,9.3,1,0,4.7,0,54.5
EMP012583,Spain,Europe,Government,56-65,Female,2017,67.4,3.97,38.7,72.8,6.7,1,0,3.6,0,37.8
EMP012584,United States,North America,Education,56-65,Female,2017,77.9,4.07,33.8,69.8,5.9,1,0,5.0,0,35.5
EMP012585,Switzerland,Europe,Transportation,46-55,Male,2019,74.8,4.85,39.4,71.2,8.7,1,0,5.0,0,30.3
EMP012586,Switzerland,Europe,Government,46-55,Female,2022,61.9,4.14,41.7,62.4,11.1,1,49,5.0,0,30.4
EMP012587,Argentina,South America,Healthcare,46-55,Female,2022,55.3,7.52,49.1,45.0,10.0,0,20,3.0,0,64.3
EMP012588,Germany,Europe,Education,26-35,Male,2015,56.2,4.45,40.6,60.0,7.5,1,0,5.0,0,38.7
EMP012589,UAE,Middle East,Technology,18-25,Female,2021,52.6,3.74,42.2,59.0,8.9,1,64,5.0,0,34.9
EMP012590,Argentina,South America,Retail,36-45,Female,2016,50.1,8.75,43.1,31.4,12.6,0,0,2.1,1,66.3
EMP012591,Canada,North America,Construction,18-25,Female,2015,65.3,3.85,43.6,55.0,5.8,1,0,4.4,1,35.0
EMP012592,Nigeria,Africa,Technology,46-55,Male,2021,52.3,4.75,42.6,48.8,9.8,1,83,3.0,1,36.5
EMP012593,South Korea,Asia,Education,26-35,Male,2017,74.9,4.4,39.3,77.4,3.4,1,0,4.8,0,26.8
EMP012594,Turkey,Middle East,Government,46-55,Female,2019,52.9,5.5,36.9,53.6,12.0,1,0,3.8,0,44.1
EMP012595,Sweden,Europe,Technology,36-45,Male,2018,81.1,5.02,43.5,65.7,6.0,1,0,5.0,0,31.1
EMP012596,Japan,Asia,Agriculture,26-35,Male,2016,56.1,4.73,40.0,44.9,13.4,0,0,4.4,1,33.1
EMP012597,Japan,Asia,Manufacturing,56-65,Male,2017,66.4,4.49,47.7,62.0,9.1,0,0,3.7,0,34.9
EMP012598,Canada,North America,Education,18-25,Female,2015,68.2,3.27,42.7,70.4,7.0,0,0,3.8,0,29.8
EMP012599,Turkey,Middle East,Manufacturing,56-65,Male,2020,56.3,6.89,36.1,45.7,12.0,0,0,2.5,0,49.5
EMP012600,Netherlands,Europe,Education,56-65,Female,2016,75.4,8.01,37.8,47.9,10.7,1,0,4.0,0,58.0
EMP012601,India,Asia,Government,56-65,Male,2017,46.5,5.89,35.3,44.4,6.7,0,0,2.2,0,51.2
EMP012602,Russia,Europe,Manufacturing,36-45,Female,2016,69.1,4.83,39.1,64.6,7.8,1,0,2.7,0,43.5
EMP012603,Canada,North America,Agriculture,26-35,Male,2016,69.0,7.35,39.4,49.0,8.2,1,0,4.2,0,62.2
EMP012604,Australia,Oceania,Finance,18-25,Male,2018,55.9,6.12,50.1,49.7,12.9,1,0,5.0,0,48.8
EMP012605,Egypt,Africa,Government,18-25,Male,2018,53.0,5.93,43.5,50.6,6.9,1,0,2.3,0,53.9
EMP012606,Saudi Arabia,Middle East,Healthcare,18-25,Female,2023,58.9,7.85,42.9,45.7,12.1,1,9,4.9,1,55.9
EMP012607,United States,North America,Technology,18-25,Male,2020,65.7,6.03,40.8,57.5,10.0,1,87,4.4,0,47.5
EMP012608,Kenya,Africa,Technology,56-65,Male,2022,62.1,4.07,41.3,58.5,6.5,1,66,2.4,0,28.0
EMP012609,Argentina,South America,Education,56-65,Female,2021,38.6,4.9,43.0,44.2,11.8,0,57,2.9,0,36.5
EMP012610,Saudi Arabia,Middle East,Retail,36-45,Female,2023,63.8,3.75,38.7,59.4,5.9,1,16,3.0,0,21.4
EMP012611,Nigeria,Africa,Agriculture,36-45,Male,2022,63.9,3.54,49.0,62.4,7.3,0,8,2.3,0,26.4
EMP012612,Germany,Europe,Education,26-35,Female,2017,59.0,6.21,42.2,45.5,8.8,0,0,3.3,0,58.8
EMP012613,Saudi Arabia,Middle East,Manufacturing,46-55,Male,2019,48.1,7.59,42.4,37.4,10.8,1,0,3.1,0,68.7
EMP012614,Australia,Oceania,Transportation,18-25,Female,2019,65.1,6.73,48.1,60.0,6.9,1,0,4.1,0,59.5
EMP012615,Sweden,Europe,Transportation,26-35,Female,2015,67.4,3.98,45.6,65.8,7.0,1,0,4.5,1,27.4
EMP012616,Spain,Europe,Healthcare,36-45,Female,2024,63.7,4.34,47.0,62.6,8.2,1,9,2.8,0,34.8
EMP012617,United States,North America,Healthcare,26-35,Female,2023,74.6,6.82,45.5,59.6,7.2,0,11,5.0,1,57.2
EMP012618,Poland,Europe,Finance,46-55,Male,2016,62.1,6.57,47.6,55.4,8.3,0,0,2.1,0,52.2
EMP012619,Mexico,South America,Healthcare,36-45,Female,2021,57.8,7.96,45.2,36.9,9.9,0,15,2.3,0,71.2
EMP012620,India,Asia,Government,18-25,Female,2020,61.7,4.73,34.4,62.1,8.0,0,28,2.6,0,43.1
EMP012621,Italy,Europe,Healthcare,56-65,Female,2019,66.3,6.0,38.7,53.5,6.8,1,0,2.1,0,53.1
EMP012622,Sweden,Europe,Education,46-55,Male,2024,72.3,5.9,37.6,57.0,5.7,0,48,5.0,0,45.3
EMP012623,Egypt,Africa,Finance,36-45,Female,2023,50.6,7.91,50.8,29.3,9.2,0,60,2.2,0,53.1
EMP012624,Brazil,South America,Manufacturing,46-55,Female,2019,70.1,3.7,43.4,57.0,5.1,0,0,4.6,0,35.9
EMP012625,China,Asia,Construction,56-65,Female,2022,61.6,3.25,49.0,67.6,6.1,0,0,3.2,0,22.5
EMP012626,Australia,Oceania,Transportation,46-55,Female,2015,60.5,5.77,35.1,56.3,8.7,1,0,3.2,0,38.4
EMP012627,South Korea,Asia,Finance,26-35,Female,2023,47.8,5.79,43.2,35.1,10.2,0,56,2.9,1,47.9
EMP012628,Argentina,South America,Agriculture,18-25,Male,2016,69.0,5.19,44.4,68.0,8.3,1,0,3.3,1,41.1
